ID,titel,authors,geners,image,year,lang,isbn
7047,The Servants of Twilight,"['[Leigh Nichols', 'Dean Koontz]']","['horror', 'fiction', 'thriller', 'suspense', 'mystery', 'fantasy', 'paranormal', 'books', 'religion', 'science-fiction', 'romance', 'contemporary']",https://images.gr-assets.com/books/1327999566m/32453.jpg,1984,eng,747236380
7048,"Moscow Rules (Gabriel Allon, #8)",['[Daniel Silva]'],"['fiction', 'thriller', 'mystery', 'suspense', 'crime', 'historical-fiction', 'art', 'contemporary']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2008,eng,399155015
7059,Grace (Eventually): Thoughts on Faith,['[Daniel Silva]'],"['fiction', 'thriller', 'mystery', 'suspense', 'crime', 'historical-fiction', 'art', 'contemporary']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2007,eng,1594489424
7065,"206 Bones (Temperance Brennan, #12)",['[Kathy Reichs]'],"['mystery', 'crime', 'fiction', 'thriller', 'suspense', 'contemporary', 'romance']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2009,eng,743294394
7066,A Gate at the Stairs,['[Lorrie Moore]'],"['fiction', 'contemporary']",https://images.gr-assets.com/books/1327909646m/6076387.jpg,2009,eng,375409289
7067,"Hostile Witness (Witness Series, #1)",['[Rebecca Forster]'],"['mystery', 'fiction', 'thriller', 'crime', 'suspense', 'contemporary', 'romance']",https://images.gr-assets.com/books/1334706916m/8593026.jpg,2004,eng,
7071,A Death in Sweden,['[Rebecca Forster]'],"['mystery', 'fiction', 'thriller', 'crime', 'suspense', 'contemporary', 'romance']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2016,eng,
7072,"Wonder Woman, Volume 1: Blood","['[Brian Azzarello', 'Cliff Chiang', 'Tony Akins', 'Dan           Green', 'Matthew Wilson', 'Jared K. Fletcher]']","['comics', 'graphic-novels', 'fantasy', 'fiction', 'young-adult', 'science-fiction']",https://images.gr-assets.com/books/1336978265m/13227319.jpg,2012,eng,1401235638
7075,"Go Away, Big Green Monster!",['[Ed Emberley]'],"['fiction', 'fantasy', 'art', 'classics']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1992,eng,316236535
7077,The Bloodletter's Daughter: A Novel of Old Bohemia,['[Linda Lafferty]'],"['historical-fiction', 'fiction', 'romance', 'mystery', 'history', 'thriller', 'young-adult', 'suspense', 'religion', 'horror']",https://images.gr-assets.com/books/1355074644m/15096257.jpg,2012,eng,1612184650
7078,Steel Magnolias (DPS Acting Edition),['[Robert Harling]'],"['fiction', 'classics', 'romance', 'historical-fiction', 'chick-lit']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1988,eng,822210789
7080,Icebound,"['[David Axton', 'Dean Koontz]']","['horror', 'fiction', 'thriller', 'suspense', 'mystery', 'science-fiction', 'crime', 'fantasy', 'books']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1976,eng,553582909
7083,Snowmen at Night,"['[Caralyn Buehner', 'Mark Buehner]']","['fantasy', 'fiction', 'poetry']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2002,eng,803725507
7084,"Hollywood Dirt (Hollywood Dirt, #1)",['[Alessandra Torre]'],"['romance', 'contemporary', 'chick-lit', 'fiction']",https://images.gr-assets.com/books/1439214601m/25802884.jpg,2015,eng,
7087,The Good Luck of Right Now,['[Matthew Quick]'],"['fiction', 'contemporary', 'young-adult', 'romance', 'religion', 'books']",https://images.gr-assets.com/books/1370898422m/18054175.jpg,2014,eng,006228553X
7088,"The Miracle at Speedy Motors (No.1 Ladies' Detective Agency, #9)",['[Alexander McCall Smith]'],"['mystery', 'fiction', 'crime', 'contemporary', 'chick-lit']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2008,eng,375424482
7094,"No Man's Land (John Puller, #4)",['[Alexander McCall Smith]'],"['mystery', 'fiction', 'crime', 'contemporary', 'chick-lit']",https://images.gr-assets.com/books/1469561999m/30314465.jpg,2016,eng,
7096,The Other Typist,['[Alexander McCall Smith]'],"['mystery', 'fiction', 'crime', 'contemporary', 'chick-lit']",https://images.gr-assets.com/books/1385399311m/17329041.jpg,2013,eng,241963745
7099,"The Sentry (Elvis Cole, #14; Joe Pike, #3)","['[Robert Crais', 'Luke Daniels]']","['mystery', 'fiction', 'thriller', 'crime', 'suspense', 'contemporary', 'books']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2011,eng,399157077
7107,"The Taming of the Queen (The Plantagenet and Tudor Novels, #11)",['[Philippa Gregory]'],"['historical-fiction', 'fiction', 'history', 'romance', 'religion', 'biography']",https://images.gr-assets.com/books/1433348581m/25106926.jpg,2015,eng,1471132978
7109,"The Man Who Smiled (Kurt Wallander, #4)","['[Henning Mankell', 'Laurie Thompson]']","['mystery', 'crime', 'fiction', 'thriller', 'suspense']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1994,eng,1565849930
7110,"Paradise Kiss, Vol. 1 (Paradise Kiss, #1)",['[Ai Yazawa]'],"['manga', 'romance', 'graphic-novels', 'comics', 'young-adult', 'fiction', 'contemporary']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2000,eng,1931514607
7111,Talent is Overrated: What Really Separates World-Class Performers from Everybody Else,['[Geoff Colvin]'],"['business', 'psychology', 'self-help', 'nonfiction', 'science', 'sports', 'philosophy', 'music']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2008,eng,1591842247
7115,The Complete Phantom of the Opera,"['[George C. Perry', 'Clive Barda', 'Jane Rice', 'Andrew Lloyd Webber]']","['classics', 'music', 'fiction', 'nonfiction', 'romance', 'horror', 'historical-fiction', 'fantasy', 'mystery', 'art', 'history']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1987,eng,805017224
7122,"Cold Vengeance (Pendergast, #11)","['[Douglas Preston', 'Lincoln Child]']","['mystery', 'thriller', 'fiction', 'crime', 'suspense', 'horror', 'contemporary', 'science-fiction', 'paranormal']",https://images.gr-assets.com/books/1344264848m/9489502.jpg,2011,eng,1455500135
7126,"Guilty as Sin  (Deer Lake, #2)",['[Tami Hoag]'],"['mystery', 'thriller', 'suspense', 'fiction', 'crime', 'romance', 'contemporary']",https://images.gr-assets.com/books/1340516937m/84844.jpg,1996,eng,752815393
7129,"The Lost Child of Philomena Lee: A Mother, Her Son and a 50 Year Search",['[Martin Sixsmith]'],"['biography', 'nonfiction', 'memoir', 'history', 'fiction', 'historical-fiction', 'contemporary', 'religion', 'mystery']",https://images.gr-assets.com/books/1338612242m/6791212.jpg,2009,eng,230744273
7137,"Man and Boy (Harry Silver, #1)",['[Tony Parsons]'],"['fiction', 'contemporary', 'romance', 'chick-lit', 'thriller']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1999,eng,743225082
7141,Bittersweet,['[Miranda Beverly-Whittemore]'],"['fiction', 'mystery', 'thriller', 'contemporary', 'suspense', 'chick-lit', 'romance', 'crime', 'young-adult']",https://images.gr-assets.com/books/1404476771m/18339743.jpg,2014,eng,804138567
7146,"The Google Story: Inside the Hottest Business, Media, and Technology Success of Our Time",['[David A. Vise]'],"['business', 'biography', 'nonfiction', 'history', 'science', 'fiction']",https://images.gr-assets.com/books/1320394284m/164323.jpg,2006,eng,553383663
7149,"Forever Peace (The Forever War, #2)",['[Joe Haldeman]'],"['science-fiction', 'fiction', 'science', 'fantasy']",https://images.gr-assets.com/books/1267317517m/21618.jpg,1997,eng,441005667
7152,"Pillar of Light (The Work and the Glory, #1)",['[Gerald N. Lund]'],"['historical-fiction', 'fiction', 'religion', 'history', 'christian', 'romance', 'spirituality', 'young-adult']",https://images.gr-assets.com/books/1416338631m/625554.jpg,1994,eng,159038363X
7154,Lily and the Octopus,['[Steven  Rowley]'],"['fiction', 'contemporary', 'fantasy', 'memoir']",https://images.gr-assets.com/books/1499086357m/27276262.jpg,2016,eng,1501126229
7161,Apple Tree Yard,['[Louise Doughty]'],"['fiction', 'thriller', 'crime', 'mystery', 'suspense', 'contemporary', 'romance']",https://images.gr-assets.com/books/1371030400m/17452179.jpg,2013,eng,571297889
7162,The Ice Limit (Ice Limit #1),"['[Douglas Preston', 'Lincoln Child]']","['thriller', 'fiction', 'mystery', 'science-fiction', 'suspense', 'horror', 'crime', 'contemporary', 'science']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2000,fre,2841873900
7166,Big Girl Panties,['[Stephanie Evanovich]'],"['romance', 'chick-lit', 'fiction', 'contemporary', 'sports']",https://images.gr-assets.com/books/1385963958m/18090061.jpg,2013,eng,62224859
7177,"Gathering Prey (Lucas Davenport, #25)",['[John Sandford]'],"['mystery', 'fiction', 'thriller', 'crime', 'suspense', 'contemporary', 'books']",https://images.gr-assets.com/books/1417985559m/23281640.jpg,2015,eng,399168796
7179,"Jar City (Inspector Erlendur, #3)","['[Arnaldur IndriÃ°ason', 'Bernard Scudder]']","['mystery', 'crime', 'fiction', 'thriller', 'suspense', 'contemporary', 'books']",https://images.gr-assets.com/books/1316129835m/280366.jpg,2000,eng,312340702
7180,"The Vanished Man (Lincoln Rhyme, #5)",['[Jeffery Deaver]'],"['mystery', 'thriller', 'fiction', 'crime', 'suspense', 'books']",https://images.gr-assets.com/books/1257881028m/28568.jpg,2003,eng,743437810
7184,"Second Honeymoon (Honeymoon, #2)","['[James Patterson', 'Howard Roughan]']","['mystery', 'fiction', 'thriller', 'suspense', 'crime', 'romance', 'books']",https://images.gr-assets.com/books/1352225697m/16131072.jpg,2013,eng,316211222
7189,Relish: My Life in the Kitchen,['[Lucy Knisley]'],"['graphic-novels', 'memoir', 'nonfiction', 'comics', 'biography', 'young-adult', 'cookbooks', 'art', 'contemporary', 'fiction', 'travel']",https://images.gr-assets.com/books/1345686126m/15786110.jpg,2013,eng,1596436239
7191,Pretty Little Liars (TV Series),['[Lambert M. Surhone]'],"['young-adult', 'fiction', 'mystery', 'books', 'thriller', 'contemporary', 'biography', 'suspense']",https://images.gr-assets.com/books/1379594334m/9528186.jpg,2010,eng,613321368X
7192,"Ruthless (Pretty Little Liars, #10)",['[Sara Shepard]'],"['mystery', 'fiction', 'young-adult', 'contemporary', 'chick-lit', 'romance', 'thriller', 'books', 'suspense', 'crime']",https://images.gr-assets.com/books/1314802629m/10429037.jpg,2011,eng,62081861
7193,The Secret Life of Violet Grant,['[Beatriz Williams]'],"['historical-fiction', 'fiction', 'romance', 'mystery', 'chick-lit', 'history', 'contemporary', 'suspense', 'thriller']",https://images.gr-assets.com/books/1393212446m/18667976.jpg,2014,eng,399162178
7194,"Wicked Ties (Wicked Lovers, #1)",['[Shayla Black]'],"['romance', 'contemporary', 'suspense', 'fiction', 'mystery', 'books']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2007,eng,425213617
7195,"Charlie Bone and the Beast (The Children of the Red King, #6)",['[Jenny Nimmo]'],"['fantasy', 'young-adult', 'fiction', 'mystery', 'paranormal', 'books']",https://images.gr-assets.com/books/1290344896m/47878.jpg,2007,eng,043984665X
7196,The Baller: A Down and Dirty Football Novel,['[Jenny Nimmo]'],"['fantasy', 'young-adult', 'fiction', 'mystery', 'paranormal', 'books']",https://images.gr-assets.com/books/1447850960m/27406436.jpg,2016,eng,
7205,The Places in Between,['[Jenny Nimmo]'],"['fantasy', 'young-adult', 'fiction', 'mystery', 'paranormal', 'books']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2004,eng,156031566
7206,"Stars of Fortune (The Guardians Trilogy, #1)",['[Nora Roberts]'],"['romance', 'fantasy', 'paranormal', 'fiction', 'contemporary', 'chick-lit', 'mystery', 'suspense']",https://images.gr-assets.com/books/1458079016m/24611454.jpg,2015,eng,425280101
7210,The Necklace and Other Short Stories,['[Guy de Maupassant]'],"['classics', 'fiction', 'historical-fiction', 'young-adult', 'books', 'horror']",https://images.gr-assets.com/books/1327649717m/77995.jpg,1884,eng,486270645
7213,"Shadow Prey (Lucas Davenport, #2)",['[John Sandford]'],"['mystery', 'fiction', 'thriller', 'crime', 'suspense', 'books']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1990,eng,
7215,The Forgetting Time,['[Sharon Guskin]'],"['fiction', 'mystery', 'contemporary', 'paranormal', 'thriller', 'fantasy', 'suspense', 'science-fiction']",https://images.gr-assets.com/books/1442527065m/25527908.jpg,2016,eng,1250076420
7216,Dear Zoo: A Lift-the-Flap Book,['[Sharon Guskin]'],"['fiction', 'mystery', 'contemporary', 'paranormal', 'thriller', 'fantasy', 'suspense', 'science-fiction']",https://images.gr-assets.com/books/1391337388m/809849.jpg,2016,eng,141694737X
7223,What the Night Knows,['[Dean Koontz]'],"['horror', 'fiction', 'thriller', 'mystery', 'suspense', 'paranormal', 'fantasy', 'crime', 'books']",https://images.gr-assets.com/books/1308459193m/7830126.jpg,2010,eng,553807722
7225,"Queen of Fire (Raven's Shadow, #3)",['[Anthony Ryan]'],"['fantasy', 'fiction']",https://images.gr-assets.com/books/1417350958m/18405221.jpg,2015,eng,
7228,In the Shadow of the Banyan,['[Vaddey Ratner]'],"['historical-fiction', 'fiction', 'history', 'memoir', 'travel', 'biography', 'books', 'contemporary', 'nonfiction']",https://images.gr-assets.com/books/1346714710m/13057939.jpg,2012,eng,1451657706
7237,Influx,['[Vaddey Ratner]'],"['historical-fiction', 'fiction', 'history', 'memoir', 'travel', 'biography', 'books', 'contemporary', 'nonfiction']",https://images.gr-assets.com/books/1374634071m/18114057.jpg,2014,eng,525953183
7239,Personal History,['[Katharine Graham]'],"['biography', 'memoir', 'nonfiction', 'history', 'business', 'fiction']",https://images.gr-assets.com/books/1320504681m/95420.jpg,1997,eng,375701044
7244,"Blood of Dragons (Rain Wild Chronicles, #4)",['[Robin Hobb]'],"['fantasy', 'fiction', 'romance', 'science-fiction']",https://images.gr-assets.com/books/1341265576m/13109291.jpg,2013,eng,62116851
7249,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,['[Rolf Potts]'],"['travel', 'nonfiction', 'philosophy', 'self-help', 'business', 'memoir', 'psychology', 'biography', 'spirituality', 'fiction']",https://images.gr-assets.com/books/1320532720m/100247.jpg,2002,eng,812992180
7250,"Kiss the Dead (Anita Blake, Vampire Hunter #21)",['[Laurell K. Hamilton]'],"['paranormal', 'fantasy', 'romance', 'fiction', 'horror', 'mystery', 'crime', 'suspense', 'contemporary', 'books', 'science-fiction']",https://images.gr-assets.com/books/1328767132m/12383252.jpg,2012,eng,425247546
7256,CyberStorm,['[Matthew Mather]'],"['fiction', 'science-fiction', 'thriller', 'suspense', 'fantasy', 'mystery', 'contemporary', 'crime']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2013,eng,
7257,Fargo Rock City: A Heavy Metal Odyssey in Rural North Dakota,['[Chuck Klosterman]'],"['music', 'nonfiction', 'memoir', 'biography', 'fiction', 'contemporary', 'history', 'books']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2001,eng,743406567
7259,"I Am Nujood, Age 10 and Divorced","['[Nujood Ali', 'Delphine Minoui', 'Linda Coverdale]']","['nonfiction', 'memoir', 'biography', 'young-adult', 'religion', 'history', 'contemporary']",https://images.gr-assets.com/books/1320467214m/6818019.jpg,2009,eng,307589676
7261,To Rise Again at a Decent Hour,"['[Nujood Ali', 'Delphine Minoui', 'Linda Coverdale]']","['nonfiction', 'memoir', 'biography', 'young-adult', 'religion', 'history', 'contemporary']",https://images.gr-assets.com/books/1391305201m/18453074.jpg,2014,eng,316033979
7262,Proof,['[David Auburn]'],"['fiction', 'contemporary', 'classics', 'science', 'mystery', 'psychology']",https://images.gr-assets.com/books/1417605435m/150720.jpg,2000,eng,571199976
7268,"Port Mortuary (Kay Scarpetta, #18)",['[Patricia Cornwell]'],"['mystery', 'fiction', 'crime', 'thriller', 'suspense', 'books']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2010,eng,399157212
7269,Arch of Triumph: A Novel of a Man Without a Country,['[Patricia Cornwell]'],"['mystery', 'fiction', 'crime', 'thriller', 'suspense', 'books']",https://images.gr-assets.com/books/1353844109m/672948.jpg,1945,eng,449912450
7270,The Death of Superman,"['[Dan Jurgens', 'Jerry Ordway', 'Dennis Janke', 'Denis Rodier', 'Louise Simonson', 'Karl Kesel', 'Roger Stern', 'Gerard Jones', 'Jon Bogdanove', 'Norm Rapmund', 'Tom Grummett', 'Jackson Butch Guice', 'Brett Breeding', 'Rick Burchett', 'Doug Hazlewood', 'M.D. Bright]']","['comics', 'graphic-novels', 'fiction', 'science-fiction', 'fantasy', 'classics']",https://images.gr-assets.com/books/1383536130m/154795.jpg,1993,eng,1563890976
7273,Wave,['[Sonali Deraniyagala]'],"['memoir', 'nonfiction', 'biography', 'history', 'fiction', 'contemporary']",https://images.gr-assets.com/books/1362126716m/15771862.jpg,2013,eng,
7279,Hallucinations,['[Oliver Sacks]'],"['science', 'psychology', 'nonfiction', 'history', 'memoir', 'biography', 'books', 'fiction', 'philosophy']",https://images.gr-assets.com/books/1440360108m/13330771.jpg,1995,eng,307957241
7287,"Catering to Nobody (A Goldy Bear Culinary Mystery, #1)",['[Oliver Sacks]'],"['science', 'psychology', 'nonfiction', 'history', 'memoir', 'biography', 'books', 'fiction', 'philosophy']",https://images.gr-assets.com/books/1340227366m/269746.jpg,1990,eng,553584707
7292,"Dude, Where's My Country?",['[Michael Moore]'],"['nonfiction', 'history', 'science', 'books']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2003,eng,446693790
7295,"Ready or Not (All-American Girl, #2)",['[Meg Cabot]'],"['young-adult', 'romance', 'chick-lit', 'contemporary', 'fiction', 'books']",https://images.gr-assets.com/books/1327951939m/19452.jpg,2005,eng,60724501
7300,The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones,"['[George R.R. Martin', 'Elio M. GarcÃ­a Jr.', 'Linda Antonsson]']","['fiction', 'historical-fiction', 'books', 'history', 'art', 'fantasy']",https://images.gr-assets.com/books/1400360220m/17345242.jpg,2014,eng,553805444
7304,"Among the Barons (Shadow Children, #4)",['[Margaret Peterson Haddix]'],"['young-adult', 'science-fiction', 'fiction', 'fantasy', 'mystery', 'books', 'suspense', 'thriller']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2003,eng,689839103
7319,"Gunmetal Magic (Kate Daniels, #5.5)",['[Ilona Andrews]'],"['fantasy', 'paranormal', 'romance', 'fiction', 'mystery']",https://images.gr-assets.com/books/1331230049m/12288282.jpg,2012,eng,
7320,"Half a War (Shattered Sea, #3)",['[Joe Abercrombie]'],"['fantasy', 'young-adult', 'fiction', 'science-fiction', 'romance', 'books']",https://images.gr-assets.com/books/1429885218m/22381326.jpg,2015,eng,
7323,Jamberry,['[Bruce Degen]'],"['poetry', 'fiction', 'classics', 'fantasy']",https://images.gr-assets.com/books/1393791849m/886512.jpg,1982,eng,694006513
7330,The Little Red Caboose (Little Golden Book),['[Marian Potter]'],"['fiction', 'classics', 'fantasy']",https://images.gr-assets.com/books/1364853044m/894072.jpg,1953,eng,307021521
7331,Pretty in Plaid,['[Jen Lancaster]'],"['memoir', 'chick-lit', 'nonfiction', 'biography', 'fiction', 'books']",https://images.gr-assets.com/books/1484147603m/5093760.jpg,2009,eng,451226801
7335,Mufaro's Beautiful Daughters: An African Tale,['[John Steptoe]'],"['fiction', 'fantasy', 'classics', 'young-adult']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1986,eng,688040454
7339,A Homemade Life: Stories and Recipes from My Kitchen Table,['[Molly Wizenberg]'],"['memoir', 'cookbooks', 'nonfiction', 'biography', 'travel', 'fiction']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2009,eng,1416551050
7341,Learned Optimism: How to Change Your Mind and Your Life,['[Martin E.P. Seligman]'],"['psychology', 'self-help', 'nonfiction', 'business', 'science', 'philosophy']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1990,eng,1400078393
7343,The Littles,"['[John Lawrence Peterson', 'Roberta Carter Clark]']","['fantasy', 'fiction', 'classics', 'young-adult']",https://images.gr-assets.com/books/1360058166m/563887.jpg,1967,eng,590462253
7344,Amelia Bedelia and the Surprise Shower,"['[Peggy Parish', 'Barbara Siebel Thomas]']","['fiction', 'classics', 'young-adult', 'books']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1966,eng,64440192
7365,The Peripheral,['[William Gibson]'],"['science-fiction', 'fiction', 'thriller', 'fantasy', 'mystery', 'books', 'crime']",https://images.gr-assets.com/books/1402651292m/20821159.jpg,2014,eng,399158448
7366,Too Much Happiness,['[Alice Munro]'],"['fiction', 'contemporary', 'classics']",https://images.gr-assets.com/books/1320459874m/6464937.jpg,2009,eng,307269760
7371,"Deception (Alex Delaware, #25)",['[Jonathan Kellerman]'],"['mystery', 'fiction', 'thriller', 'crime', 'suspense', 'books', 'psychology']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2009,eng,345505670
7372,Stupid White Men,['[Michael Moore]'],"['nonfiction', 'history', 'books', 'fiction', 'contemporary', 'biography']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2001,eng,141019999
7385,Giada's Family Dinners,"['[Giada De Laurentiis', 'Victoria Pearson]']","['cookbooks', 'nonfiction', 'books']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2006,ms,030723827X
7386,Doubt,['[John Patrick Shanley]'],"['fiction', 'classics', 'religion', 'historical-fiction', 'contemporary', 'mystery', 'poetry', 'books']",https://images.gr-assets.com/books/1327908288m/185012.jpg,2005,eng,1559362766
7388,"Secrets of a Shoe Addict (Shoe Addict, #2)",['[Beth Harbison]'],"['chick-lit', 'fiction', 'romance', 'contemporary', 'mystery']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2008,eng,312348266
7390,Elizabeth Street,['[Laurie Fabiano]'],"['historical-fiction', 'fiction', 'history', 'biography', 'crime', 'nonfiction', 'mystery']",https://images.gr-assets.com/books/1328420628m/6589074.jpg,2006,eng,1442152613
7395,"Come Back, Amelia Bedelia","['[Peggy Parish', 'Wallace Tripp]']","['fiction', 'classics', 'young-adult']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1971,eng,60266880
7399,Getting Over It,['[Anna Maxted]'],"['chick-lit', 'fiction', 'romance', 'contemporary']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2000,eng,006098824X
7404,The Meaning of Marriage: Facing the Complexities of Commitment with the Wisdom of God,"['[Timothy J. Keller', 'Kathy  Keller]']","['christian', 'nonfiction', 'religion', 'self-help', 'spirituality', 'romance', 'psychology']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2011,eng,525952470
7408,The Princess and the Pea,"['[Janet Stevens', 'Hans Christian Andersen]']","['classics', 'fiction', 'fantasy', 'romance']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1835,eng,823404420
7410,"Dark Angel (Casteel, #2)",['[V.C. Andrews]'],"['fiction', 'young-adult', 'horror', 'romance', 'thriller', 'chick-lit', 'mystery', 'contemporary', 'suspense', 'books']",https://images.gr-assets.com/books/1322289444m/397466.jpg,1986,eng,067172939X
7417,Giraffes Can't Dance,"['[Giles Andreae', 'Guy Parker-Rees]']","['fiction', 'music', 'poetry', 'fantasy']",https://images.gr-assets.com/books/1306505271m/765148.jpg,2001,eng,439287197
7420,"Tokyo Mew Mew, Vol. 1 (Tokyo Mew Mew, #1)","['[Mia Ikumi', 'Reiko Yoshida]']","['manga', 'fantasy', 'graphic-novels', 'romance', 'comics', 'fiction', 'young-adult', 'science-fiction']",https://images.gr-assets.com/books/1371146694m/284698.jpg,2003,eng,159182236X
7421,The Miseducation of Cameron Post,"['[Mia Ikumi', 'Reiko Yoshida]']","['manga', 'fantasy', 'graphic-novels', 'romance', 'comics', 'fiction', 'young-adult', 'science-fiction']",https://images.gr-assets.com/books/1309190566m/11595276.jpg,2012,eng,62020560
7425,A Mother's Reckoning: Living in the Aftermath of Tragedy,"['[Mia Ikumi', 'Reiko Yoshida]']","['manga', 'fantasy', 'graphic-novels', 'romance', 'comics', 'fiction', 'young-adult', 'science-fiction']",https://images.gr-assets.com/books/1453261078m/25937671.jpg,2016,eng,1101902760
7426,"Skin Tight (Mick Stranahan, #1)",['[Carl Hiaasen]'],"['fiction', 'mystery', 'crime', 'thriller', 'contemporary', 'suspense', 'books']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1989,eng,446695696
7432,The Perfect Son,['[Barbara Claypole White]'],"['fiction', 'contemporary', 'chick-lit', 'thriller']",https://images.gr-assets.com/books/1429633273m/25228579.jpg,2015,eng,
7437,A Midsummer's Nightmare,['[Kody Keplinger]'],"['young-adult', 'contemporary', 'romance', 'chick-lit', 'fiction', 'books']",https://images.gr-assets.com/books/1327469139m/12813860.jpg,2012,eng,316084220
7441,Lucky Us,['[Amy Bloom]'],"['fiction', 'historical-fiction', 'contemporary', 'romance', 'history']",https://images.gr-assets.com/books/1400853144m/18316089.jpg,2014,cs,1400067243
7445,"Fire Inside (Chaos, #2)",['[Kristen Ashley]'],"['romance', 'contemporary', 'chick-lit', 'fiction', 'suspense']",https://images.gr-assets.com/books/1419970980m/17257990.jpg,2013,eng,
7456,"Blowback (Scot Harvath, #4)",['[Brad Thor]'],"['thriller', 'fiction', 'suspense', 'mystery', 'books', 'crime']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2005,eng,1416505415
7460,"Flutter (My Blood Approves, #3)",['[Amanda Hocking]'],"['young-adult', 'paranormal', 'fantasy', 'romance', 'fiction', 'books', 'horror']",https://images.gr-assets.com/books/1282496658m/8349348.jpg,2010,eng,557489563
7470,"The Dresden Files:  Storm Front, Volume 1-  The Gathering Storm","['[Jim Butcher', 'Mark Powers', 'Ardian Syaf]']","['fantasy', 'graphic-novels', 'comics', 'mystery', 'fiction', 'paranormal', 'horror', 'crime', 'science-fiction', 'books', 'contemporary']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2009,eng,345506391
7473,"204 Rosewood Lane (Cedar Cove, #2)",['[Debbie Macomber]'],"['romance', 'fiction', 'chick-lit', 'contemporary', 'christian', 'books']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2002,eng,778322602
